"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.144601000E0,-1.990131824E-3,1.300292853E-3,2.025241613E-2,2.039146256E-2
6.154633000E0,1.556752645E-3,4.503269680E-4,2.489218175E-2,2.494487895E-2
6.164665000E0,1.287968019E-2,1.063626800E-3,4.086034298E-3,1.355408204E-2
6.174697000E0,-3.759531258E-3,-1.630386449E-3,1.112140417E-2,1.185233589E-2
6.184728208E0,-7.444259268E-3,-2.600969430E-3,1.605937779E-2,1.789093773E-2
6.194760208E0,-7.680742596E-3,4.057181943E-3,1.605762362E-2,1.825655522E-2
6.204792208E0,4.934501834E-5,6.209816113E-3,1.815209627E-2,1.918496417E-2
6.214824208E0,1.086690868E-2,5.935143158E-3,8.272055984E-3,1.489102208E-2
6.224856208E0,6.708661267E-3,-3.192817289E-3,2.384026766E-2,2.497115496E-2
6.234888208E0,3.556546080E-3,-1.233762503E-4,-5.601632595E-4,3.602502546E-3
6.244920208E0,1.917548692E-3,4.120459780E-3,1.590442657E-2,1.654103886E-2
6.254952208E0,-1.317999867E-2,-2.516404074E-3,4.978319407E-3,1.431182443E-2
6.264984208E0,-8.711437695E-4,-4.399262331E-3,7.821235657E-3,9.015771056E-3
6.275016208E0,-6.965481942E-3,2.259912305E-3,1.261069000E-2,1.458268304E-2
6.285048208E0,8.035029047E-3,7.632845677E-3,7.671546936E-3,1.347867417E-2
6.295080208E0,6.480117361E-3,1.260389261E-2,1.383451223E-3,1.423952131E-2
6.305112208E0,-8.042050274E-3,4.759852812E-3,7.222480774E-3,1.181080014E-2
6.315144208E0,-6.391714769E-3,-2.242864016E-3,4.078432918E-3,7.906837026E-3
6.325176208E0,-1.398889700E-2,2.958672848E-3,1.620380402E-2,2.161032737E-2
6.335208208E0,-7.763864421E-3,-6.707797889E-3,3.931083083E-3,1.098751826E-2
6.345240208E0,-1.013153908E-2,3.062424380E-3,5.729686618E-3,1.203560701E-2
6.355272208E0,-1.546999672E-3,7.370780781E-3,3.784317970E-3,8.428681973E-3
6.365304208E0,2.235751427E-3,2.477063276E-3,2.586223483E-3,4.221726995E-3
6.375336208E0,7.799655776E-3,5.465209745E-3,6.408548355E-4,9.545357128E-3
6.385368208E0,6.089971033E-3,-4.581914730E-3,1.306560338E-2,1.512586134E-2
6.395400208E0,-3.715745662E-3,-8.394427244E-3,1.291416049E-2,1.584451690E-2
6.405432208E0,-3.873944823E-3,1.353873448E-2,9.622178078E-3,1.705552963E-2
6.415464208E0,-1.014885689E-2,6.998715140E-3,2.009980381E-2,2.357930073E-2
6.425496208E0,-1.212179425E-2,4.282354563E-4,1.471042514E-2,1.906614510E-2
6.435528208E0,-6.257004971E-3,-3.362349998E-3,1.321470737E-2,1.500279973E-2
6.445560208E0,5.372229880E-3,-4.138896782E-3,-3.999495506E-3,7.873200414E-3
6.455592208E0,9.081525332E-3,-7.027329952E-3,8.425253034E-3,1.424227360E-2
6.465625208E0,-5.424101078E-3,3.775583692E-3,1.785505772E-2,1.903888103E-2
6.475656208E0,2.499881121E-3,3.559693526E-3,7.225989103E-3,8.434200741E-3
6.485689208E0,4.545990899E-3,-5.084519461E-3,1.800240755E-2,1.925110514E-2
6.495721208E0,-1.186020444E-2,7.380739320E-3,1.890053988E-2,2.350255666E-2
6.505753208E0,3.787291828E-3,2.078685164E-4,1.386959553E-3,4.038619258E-3
6.515785208E0,1.304358495E-3,-1.218048111E-3,-5.595785379E-4,1.870326288E-3
6.525817208E0,8.414458525E-3,4.273163471E-3,8.270886540E-3,1.254872912E-2
6.535849208E0,1.648489977E-3,-6.978487428E-3,5.576489568E-3,9.083724010E-3
6.545881208E0,3.555682702E-3,1.548159979E-3,1.684582829E-3,4.228179053E-3
6.555913208E0,-7.166493684E-5,3.450021688E-3,7.870352268E-4,3.539379883E-3
6.565945208E0,1.272495738E-3,-2.146567684E-3,1.156286895E-2,1.182907167E-2
6.575977208E0,-1.509093270E-3,5.834479686E-3,1.186224639E-2,1.330531492E-2
6.586009208E0,9.450320187E-3,5.377611145E-3,1.384035945E-3,1.096096751E-2
6.596041208E0,1.017066518E-2,-1.753572665E-2,4.677187800E-3,2.080433188E-2
6.606073208E0,4.737062375E-3,-7.682547010E-3,1.530508697E-2,1.776814497E-2
6.616105208E0,-8.218818912E-3,6.812170688E-3,1.695166290E-2,2.003281131E-2
6.626137208E0,-1.181612648E-3,-2.134617437E-3,1.156228423E-2,1.181690385E-2
6.636169208E0,-2.325885342E-3,1.456614509E-3,7.521273494E-3,8.006311474E-3
6.646201208E0,-8.029136150E-3,-4.859072752E-3,5.875282288E-3,1.107233297E-2
6.656233208E0,-1.379234833E-3,-3.328655418E-3,6.625480056E-3,7.541831448E-3
6.666265208E0,-1.512743211E-3,-8.402083442E-3,1.261302888E-2,1.523062362E-2
6.676297208E0,-3.470966597E-3,3.509791195E-4,2.249131501E-2,2.276027342E-2
6.686329208E0,-6.204969320E-3,2.702784073E-3,6.774584055E-3,9.576099160E-3
6.696361208E0,4.579050508E-3,2.511269487E-3,4.829215407E-3,7.113051346E-3
6.706393208E0,1.005257426E-2,7.675859258E-3,6.176998615E-3,1.407580820E-2
6.716425208E0,-3.238151483E-3,-5.173963588E-3,2.339120150E-2,2.417444584E-2
6.726457208E0,-8.512084186E-4,2.556768134E-3,1.605703890E-2,1.628158829E-2
6.736489208E0,-2.566904831E-3,-8.745790087E-4,8.423498869E-3,8.849249801E-3
6.746521208E0,-3.856384903E-3,-8.749828320E-3,9.384781122E-4,9.607910351E-3
6.756553208E0,2.255060943E-4,-5.997361187E-3,-1.756503582E-3,6.253359020E-3
6.766585208E0,-7.317283326E-3,6.277716905E-3,5.728517175E-3,1.121464551E-2
6.776617208E0,-3.238617433E-3,7.864888776E-3,-1.455956697E-3,8.629306359E-3
6.786649208E0,3.346932535E-3,-2.567987479E-3,9.470735192E-3,1.036780315E-2
6.796681208E0,2.846287536E-3,-1.300219763E-3,5.129177570E-3,6.008359736E-3
6.806713208E0,2.944639530E-3,-2.576758303E-3,6.326102614E-3,7.438424538E-3
6.816745208E0,-1.287113777E-3,9.379354175E-3,3.931083083E-3,1.025096877E-2
6.826777208E0,1.514125530E-2,-1.941184234E-3,9.918047190E-3,1.820421567E-2
6.836809208E0,9.644708131E-4,4.715085067E-3,3.629951477E-3,6.028165464E-3
6.846841208E0,5.194488228E-3,4.444980249E-3,8.270301819E-3,1.073025860E-2
6.856873208E0,-4.116732180E-3,-5.344720557E-5,8.869056702E-3,9.778062550E-3
6.866905208E0,-5.331171462E-3,-1.996623147E-3,-1.759427190E-3,5.958479436E-3
6.876937208E0,-1.149773645E-2,-7.823026367E-4,1.485602081E-2,1.880189605E-2
6.886969208E0,-1.036683926E-3,1.766663119E-3,1.081384063E-2,1.100613289E-2
6.897001208E0,-3.347151806E-3,8.108662851E-3,1.635115385E-2,1.855570184E-2
6.907033208E0,4.763516458E-4,6.482405998E-3,1.455430448E-2,1.593977030E-2
6.917065208E0,-1.034838399E-3,1.784935668E-3,7.669208050E-3,7.941891334E-3
6.927097208E0,-7.847050200E-3,1.953006573E-3,-8.636337519E-4,8.132422442E-3
6.937129208E0,-1.829575962E-2,-1.127399823E-2,6.023216844E-3,2.231853484E-2
6.947161208E0,3.549150266E-3,-2.224591468E-3,4.674848914E-3,6.276901081E-3
6.957193208E0,1.797516318E-4,4.923227672E-3,-3.558030725E-3,6.077011107E-3
6.967225208E0,7.097606175E-4,1.088758864E-2,1.215928495E-2,1.633681600E-2
6.977257208E0,4.514936702E-3,8.121033367E-3,1.859531522E-2,2.078753435E-2
6.987289208E0,2.577932314E-3,1.445669252E-3,1.380410671E-2,1.411697761E-2
6.997321208E0,2.097167848E-3,7.431226373E-3,3.475584984E-3,8.467640130E-3
7.007353208E0,2.719087754E-3,-3.425463382E-3,-2.959860563E-3,5.280910163E-3
7.017385208E0,-7.321499716E-3,-9.885997139E-4,9.164341092E-3,1.177144151E-2
7.027417208E0,-3.830127250E-3,6.889664568E-3,4.525160193E-3,9.089247900E-3
7.037449208E0,6.275629266E-3,7.821948286E-3,1.949403226E-2,2.192221913E-2
7.047481208E0,-3.416473288E-3,-2.315323809E-2,1.066239774E-2,2.571830962E-2
7.057513208E0,-2.887035320E-3,-9.697881248E-3,-8.636337519E-4,1.015528123E-2
7.067545208E0,-4.386078687E-3,1.841215119E-3,7.518349886E-3,8.896816530E-3
7.077577208E0,6.113355327E-4,-3.550356254E-5,1.290655911E-2,1.292107812E-2
7.087609208E0,-6.397452350E-3,-4.327286761E-3,1.021157742E-2,1.280348080E-2
7.097641208E0,-8.529726332E-3,-5.400269106E-3,8.864378929E-3,1.343489306E-2
7.107673208E0,-1.156957955E-2,1.033634238E-2,4.971887469E-3,1.629155639E-2
7.117705208E0,-1.051585190E-5,-2.922182567E-3,3.157496452E-5,2.922372071E-3
7.127737208E0,-6.569447285E-3,4.804693647E-3,8.862040043E-3,1.203239263E-2
7.137769208E0,-5.106318612E-3,6.104895137E-3,1.469814599E-2,1.671465614E-2
7.147801208E0,1.403834252E-4,-1.632867862E-2,-5.660104752E-3,1.728242572E-2
7.157833208E0,-3.213296249E-3,-8.544243872E-5,-6.709679961E-3,7.439917901E-3
7.167865208E0,-1.173367617E-2,1.582494099E-3,1.822577119E-3,1.197936690E-2
7.177897208E0,-7.397435862E-3,8.221532386E-3,1.095241964E-2,1.556506177E-2
7.187930208E0,-7.909286502E-3,-9.538599439E-3,1.969926953E-3,1.254680455E-2
7.197962208E0,2.063290542E-3,3.833142221E-3,-2.221941948E-3,4.887450579E-3
7.207994208E0,1.269051363E-3,-1.717327237E-3,2.067984760E-2,2.078980041E-2
7.218026208E0,7.038914748E-3,-8.186047096E-3,-3.718829155E-3,1.141872927E-2
7.228058208E0,1.437042782E-2,6.663304232E-3,4.661985040E-3,1.651190248E-2
7.238090208E0,-1.039413388E-2,6.832453217E-3,2.865135670E-3,1.276438164E-2
7.248122208E0,1.472744602E-3,1.829217363E-2,1.514136493E-2,2.379145907E-2
7.258154208E0,1.419512099E-2,1.306690073E-2,2.866305113E-3,1.950541103E-2
7.268186208E0,-7.558229724E-3,-4.732973892E-3,3.763852715E-3,9.679590161E-3
7.278218208E0,-3.755739704E-4,2.137285229E-3,2.417238951E-3,3.248397775E-3
7.288250208E0,3.543700478E-3,-8.288647458E-3,1.873272479E-2,2.078880631E-2
7.298282208E0,-4.317168337E-3,-6.726125255E-4,7.955721617E-3,9.076555322E-3
7.308315208E0,-9.013587995E-3,3.361929730E-3,1.558926165E-2,1.831863584E-2
7.318347208E0,3.567829379E-3,9.018489607E-3,4.363192320E-3,1.063484878E-2
7.328379208E0,6.694221385E-3,9.154729731E-3,1.454261005E-2,1.844204933E-2
7.338411208E0,1.414094288E-3,4.361291975E-4,9.902259707E-3,1.001222346E-2
7.348443208E0,-1.253420568E-2,-2.188905180E-3,1.064953387E-2,1.659247388E-2
7.358475208E0,2.055949545E-3,-6.977372803E-4,1.244521379E-2,1.263317507E-2
7.368507208E0,3.973685531E-3,1.582806559E-2,7.055835128E-3,1.777927576E-2
7.378539208E0,6.947871773E-3,4.895343762E-3,-1.626110673E-3,8.653412543E-3
7.388571208E0,2.429344514E-3,7.885920480E-3,9.450269938E-3,1.254579844E-2
7.398603208E0,-6.398228933E-3,9.184239898E-3,3.014824390E-3,1.159209912E-2
7.408635208E0,1.949123656E-3,3.255071864E-4,1.304396868E-2,1.319280701E-2
7.418667208E0,-2.297371030E-3,4.067286663E-4,6.755288243E-3,7.146835741E-3
7.428699208E0,-4.535913588E-3,3.749143314E-3,8.550968170E-3,1.038025261E-2
7.438731208E0,-2.209699340E-4,6.738769859E-3,-8.794212341E-4,6.799502087E-3
7.448763208E0,-4.385224446E-3,-8.174316119E-3,1.169384658E-2,1.492634200E-2
7.458795208E0,-1.547320812E-2,-7.320184093E-3,1.109333754E-2,2.039773033E-2
7.468827208E0,-6.749660298E-3,7.900867425E-4,1.064368665E-2,1.262815176E-2
7.478859208E0,-8.593771616E-3,-2.484445386E-3,-2.835899591E-4,8.950184508E-3
7.488891208E0,7.120867129E-3,7.398920506E-4,1.303695202E-2,1.487334216E-2
7.498923208E0,-1.394026918E-2,-1.484790780E-3,9.294734001E-3,1.682045744E-2
7.508955208E0,1.779846763E-3,-3.946486842E-3,1.094247937E-2,1.176777242E-2
7.518987208E0,-4.738761722E-3,-1.924866848E-3,1.079337537E-2,1.194394939E-2
7.529019208E0,-1.415637405E-2,4.899107907E-3,1.408769667E-2,2.056373949E-2
7.539051208E0,-1.086111628E-2,-3.308555614E-3,1.049458265E-2,1.546113360E-2
7.549083208E0,1.079507472E-2,9.394008759E-3,6.303298473E-3,1.563689900E-2
7.559115208E0,3.690342251E-3,8.352857195E-3,4.507033825E-3,1.018342787E-2
7.569147208E0,-4.501044997E-3,-2.422501445E-3,5.254892707E-3,7.330881030E-3
7.579179208E0,-1.334759449E-2,-2.792593651E-3,-4.350328445E-4,1.364353735E-2
7.589211208E0,-6.451539095E-3,3.135642484E-3,1.049341321E-2,1.271087453E-2
7.599243208E0,-5.643609208E-3,2.043218147E-3,1.423680067E-2,1.545029316E-2
7.609275208E0,-1.686738990E-4,1.065344419E-3,1.094540298E-2,1.099842061E-2
7.619307208E0,-8.714183145E-3,2.371685486E-3,1.154474258E-2,1.465752234E-2
7.629339208E0,-1.538722208E-3,7.018120587E-4,1.513727188E-2,1.523145450E-2
7.639371208E0,-5.739366501E-3,-6.502469257E-3,7.054665685E-3,1.117992586E-2
7.649403208E0,-6.728322529E-3,5.888036527E-3,-9.709886312E-3,1.319928750E-2
7.659435208E0,-1.407605249E-2,1.409434788E-3,-7.614244223E-3,1.606544351E-2
7.669467208E0,1.454047216E-3,-3.522344436E-3,1.618567765E-2,1.662820870E-2
7.679499208E0,4.960074266E-3,7.782918122E-3,1.109450698E-2,1.443136294E-2
7.689531208E0,1.140236288E-2,6.029137149E-3,-1.327317953E-4,1.289891437E-2
7.699563208E0,-5.984177543E-3,1.577231605E-3,5.105788708E-3,8.022912110E-3
7.709595208E0,8.374829935E-3,-2.203267403E-3,1.228909314E-2,1.503376113E-2
7.719627208E0,-8.085886119E-3,-3.959971983E-3,8.546290398E-3,1.241378315E-2
7.729659208E0,3.956696629E-3,7.581408452E-3,4.953761101E-3,9.882962682E-3
7.739691208E0,-7.922643735E-3,4.175624605E-3,1.812636852E-2,2.021804542E-2
7.749723208E0,-1.547311676E-2,-4.713641535E-3,1.461803913E-5,1.617516530E-2
7.759755208E0,-1.593366265E-4,-4.415323902E-3,7.948120236E-3,9.093574028E-3
7.769787208E0,2.892713514E-3,1.571713295E-3,2.231882215E-2,2.256031684E-2
7.779819208E0,6.977601210E-4,3.955568299E-3,3.907694221E-3,5.603879359E-3
7.789851208E0,-1.075737845E-2,3.655003142E-3,-5.223902464E-3,1.250477493E-2
7.799883208E0,8.378160107E-3,-1.584741622E-3,9.133350849E-4,8.575497290E-3
7.809915208E0,2.080640327E-3,9.140038602E-3,1.109275281E-2,1.452303463E-2
7.819947208E0,1.049161793E-2,9.058488216E-3,1.917711318E-2,2.366203553E-2
7.829979208E0,4.379377230E-3,9.524931572E-4,4.358514547E-3,6.251626764E-3
7.840011208E0,7.926631719E-4,7.122621294E-3,2.711353898E-3,7.662342264E-3
7.850043208E0,-1.681525375E-2,1.222475549E-2,1.124419570E-2,2.363534096E-2
7.860075208E0,-9.371501547E-3,1.029652650E-2,-3.575572371E-3,1.437456841E-2
7.870107208E0,2.866410180E-3,-2.965744324E-3,-2.526581883E-3,4.836895981E-3
7.880139208E0,-1.105512507E-2,6.909910552E-3,1.453793228E-2,1.952726630E-2
7.890171208E0,-3.209166653E-3,1.962142847E-3,-2.528336048E-3,4.532244293E-3
7.900203208E0,-6.628654911E-3,4.241497144E-3,1.214057386E-2,1.446799563E-2
7.910235208E0,1.038017822E-4,-8.502746914E-3,1.169150770E-2,1.445679190E-2
7.920267208E0,6.344553321E-3,-4.262437485E-4,1.139213026E-2,1.304667285E-2
7.930299208E0,-2.281327732E-4,3.170488235E-3,1.318839490E-2,1.356605323E-2
7.940331208E0,3.474817537E-3,1.311347745E-2,5.553100705E-3,1.465860073E-2
7.950363208E0,-4.797567353E-3,6.368056387E-3,8.546875119E-3,1.168836468E-2
7.960395208E0,3.742245426E-3,-5.956284497E-3,2.260533571E-3,7.388622190E-3
7.970427208E0,-6.018708092E-3,1.067422008E-2,5.703374147E-3,1.351637148E-2
7.980459208E0,-3.475594120E-3,5.007957481E-4,4.505864382E-3,5.712562008E-3
7.990491208E0,-1.683284108E-2,6.120974980E-3,2.109090686E-3,1.803494211E-2
8.000523208E0,-5.357337752E-3,3.636748865E-3,4.502940774E-3,7.886918645E-3
8.010555208E0,-5.876584207E-3,4.436099790E-3,4.354421496E-3,8.554192531E-3
8.020587208E0,-1.195531305E-2,-4.342215434E-3,1.423504651E-2,1.908981126E-2
8.030619208E0,-6.776114381E-3,-8.279365003E-3,1.677975476E-2,1.990034625E-2
8.040651208E0,-6.472429186E-3,1.002194490E-3,9.744384885E-3,1.174094418E-2
8.050683208E0,-5.638351282E-3,7.904138211E-3,7.049403191E-3,1.199835369E-2
8.060715208E0,2.986497371E-3,9.411733132E-3,9.121656418E-4,9.916245925E-3
8.070747208E0,-5.696238717E-4,2.818321399E-3,1.211543083E-3,3.120135175E-3
8.080779208E0,8.921389282E-3,1.103038860E-2,8.397186399E-3,1.648555122E-2
8.090811208E0,-4.448698713E-3,1.366074029E-3,2.558156848E-3,5.310484436E-3
8.100843208E0,8.919036691E-3,-1.196705773E-3,1.707854748E-2,1.930435454E-2
8.110875208E0,-7.030285536E-3,3.126341756E-3,1.782757580E-2,1.941703856E-2
8.120907208E0,-5.682516033E-3,7.403488643E-4,2.381512463E-2,2.449488245E-2
8.130940208E0,5.609380156E-3,5.413973518E-4,5.551931262E-3,7.910891073E-3
8.140972208E0,1.386379399E-3,9.490158912E-3,-7.321298718E-3,1.206592636E-2
8.151004208E0,-1.101559241E-2,3.411667608E-4,1.959986687E-3,1.119380269E-2
8.161036208E0,-3.836614005E-3,5.352778751E-3,1.258905530E-2,1.420760925E-2
8.171068208E0,4.201110243E-3,8.914390896E-3,3.907109499E-3,1.060099981E-2
8.181099708E0,-5.685425936E-3,4.835884888E-3,1.154181898E-2,1.374494220E-2
8.191131708E0,-3.850944252E-3,1.782304421E-4,-5.823826790E-4,3.898808447E-3
8.201163708E0,-1.320792369E-2,-1.038989922E-2,-4.475458860E-3,1.739048550E-2
8.211195708E0,-8.439021399E-3,-9.860123210E-3,1.213881969E-2,1.777048270E-2
8.221227708E0,1.440755307E-2,3.269452360E-3,2.126983166E-2,2.589734818E-2
8.231259708E0,-5.198192988E-3,2.949591391E-3,-7.620676160E-3,9.684833754E-3
8.241291708E0,-8.974137562E-3,2.434305511E-3,8.397186399E-3,1.252891566E-2
8.251323708E0,-3.567532450E-3,6.791668888E-3,1.737850964E-2,1.899649050E-2
8.261355708E0,4.328743997E-3,1.383867837E-2,1.782699108E-2,2.297930928E-2
8.271387708E0,-8.591181482E-3,-5.650548209E-3,-1.032618284E-3,1.033457279E-2
8.281419708E0,-4.380345675E-3,-1.185782444E-2,2.259364128E-3,1.284134552E-2
8.291451708E0,-6.383227170E-3,5.095848441E-3,1.064076304E-2,1.341413801E-2
8.301483708E0,-4.327734439E-3,-2.406330239E-3,3.904770613E-3,6.306103720E-3
8.311515708E0,-8.791878023E-3,7.752402965E-3,6.150686145E-3,1.323736420E-2
8.321547708E0,-9.174386426E-3,-7.231014054E-3,1.019286633E-2,1.550327238E-2
8.331579708E0,7.906257827E-4,-5.794188716E-3,1.438473523E-2,1.552798504E-2
8.341611708E0,5.775993825E-3,-1.628906373E-3,1.603189588E-2,1.711832720E-2
8.351643708E0,-8.278177287E-3,1.595352491E-2,6.154194474E-3,1.899782319E-2
8.361675708E0,2.217556536E-4,4.491739701E-3,5.554270148E-3,7.146664816E-3
8.371707708E0,5.594848911E-3,-1.070424188E-3,7.051157355E-3,9.064599403E-3
8.381739708E0,4.106408190E-3,1.337552408E-2,1.810882688E-3,1.410838505E-2
8.391771708E0,-2.816119557E-3,6.199565213E-3,4.804072380E-3,8.333321644E-3
8.401803708E0,-9.414935396E-3,1.122098956E-3,9.743215442E-3,1.359523305E-2
8.411835708E0,-1.425980124E-2,-1.501820795E-3,4.652044773E-3,1.507444585E-2
8.421867708E0,-9.535758058E-4,8.989692070E-3,1.453150034E-2,1.711398178E-2
8.431899708E0,-7.107427670E-3,4.033756536E-3,1.358892918E-3,8.284522305E-3
8.441931708E0,-1.549151265E-3,1.256667143E-2,7.645819187E-3,1.479120183E-2
8.451963708E0,1.614375128E-3,-1.544578560E-3,2.156745493E-2,2.168287440E-2
8.461995708E0,-8.842917820E-3,-1.285283782E-2,5.402827263E-3,1.651009321E-2
8.472027708E0,-1.274661035E-2,6.739921030E-3,7.624769211E-4,1.443897441E-2
8.482059708E0,-1.529247891E-3,3.585841544E-3,6.001582146E-3,7.156524781E-3
8.492091708E0,-2.553853663E-3,5.959537011E-3,-2.230712771E-3,6.856699598E-3
8.502123708E0,-1.674153772E-3,1.559379324E-4,1.453383923E-2,1.463077545E-2
8.512155708E0,8.867348218E-3,4.800838139E-3,4.204732776E-3,1.092509446E-2
8.522187708E0,-1.358568580E-2,-1.385680474E-3,1.468411267E-2,2.005278369E-2
8.532219708E0,2.283346849E-3,-3.455028366E-3,9.294734001E-3,1.017560681E-2
8.542251708E0,2.592216879E-3,3.220445383E-3,9.443253279E-3,1.030853478E-2
8.552283708E0,-7.902749497E-3,6.913364064E-3,6.597413421E-3,1.240056112E-2
8.562315708E0,2.580065634E-3,4.004410822E-3,1.542963266E-2,1.614823857E-2
8.572347708E0,2.056863173E-3,4.188981839E-3,1.572842538E-2,1.640614580E-2
8.582379708E0,-6.361053432E-3,-5.508808047E-4,3.155742288E-3,7.122161176E-3
8.592411708E0,5.228507146E-3,2.826379593E-3,4.204148054E-3,7.280148999E-3
8.602443708E0,1.928777173E-3,-5.535833146E-3,4.802902937E-3,7.578489733E-3
8.612475708E0,-5.423187451E-3,1.524661481E-4,8.694224954E-3,1.024810985E-2
8.622507708E0,3.364981245E-3,6.365096234E-3,1.288433969E-2,1.475953109E-2
8.632539708E0,8.098119590E-4,5.152493343E-4,1.108807504E-2,1.112954111E-2
8.642571708E0,-2.110614616E-2,8.162713051E-4,1.358892918E-3,2.116559224E-2
8.652603708E0,-7.640209515E-5,-6.122528147E-3,9.104114771E-4,6.190318025E-3
8.662635708E0,1.059859914E-2,9.463627171E-3,1.209788918E-3,1.426022904E-2
8.672667708E0,-3.955476936E-3,-3.899544664E-4,-8.864378929E-4,4.072300875E-3
8.682699708E0,5.762426457E-3,2.226674538E-3,1.333282113E-2,1.469448051E-2
8.692731708E0,-3.024303275E-3,7.343901861E-3,7.344687581E-3,1.081775118E-2
8.702763708E0,-1.608824385E-2,1.469460111E-3,1.572784066E-2,2.254674866E-2
8.712795708E0,-3.608864956E-3,-9.718072414E-4,2.036936045E-2,2.070939788E-2
8.722827708E0,-8.788762554E-3,-6.223611888E-3,2.107336521E-3,1.097344793E-2
8.732859708E0,-1.052718088E-3,1.547958981E-3,7.795507908E-3,8.017127660E-3
8.742891708E0,-2.078557257E-3,-9.032522924E-3,1.109041393E-2,1.445351693E-2
8.752923708E0,8.011589935E-3,3.733757827E-3,1.498232067E-2,1.739529975E-2
8.762955708E0,4.075230653E-3,7.438389212E-3,1.168682992E-2,1.444019157E-2
8.772987708E0,5.146129928E-3,9.353078250E-3,1.602838755E-2,1.925803555E-2
8.783019708E0,3.355689654E-3,2.813990805E-3,1.752469003E-2,1.806360867E-2
8.793051708E0,-6.870007874E-3,1.513940977E-2,-7.624184489E-3,1.829007724E-2
8.803083708E0,-1.788083115E-3,6.590963211E-3,1.033904672E-2,1.239088069E-2
8.813115708E0,2.875002846E-3,1.104741862E-2,1.657685637E-3,1.153512120E-2
8.823147708E0,-3.709254339E-3,3.038907610E-3,9.891734719E-3,1.099272227E-2
8.833179708E0,-1.234380572E-2,4.122561123E-3,8.394262791E-3,1.548640364E-2
8.843211708E0,-5.042675324E-3,-3.508676570E-3,-2.876830101E-4,6.149971318E-3
8.853243708E0,2.602010965E-4,6.641322356E-3,1.528052866E-2,1.666341572E-2
8.863275708E0,-8.506680080E-3,1.831274852E-4,1.558049083E-2,1.775243184E-2
8.873307708E0,1.242770869E-3,6.050040945E-4,1.318605602E-2,1.325830241E-2
8.883339708E0,-4.877811251E-4,1.857532505E-3,1.423621595E-2,1.436517323E-2
8.893371708E0,-4.523168486E-3,1.038491081E-2,3.608316779E-3,1.188803498E-2
8.903403708E0,-1.021525477E-2,-2.260862477E-4,3.308354616E-3,1.074000722E-2
8.913435708E0,3.707956988E-3,-3.557263277E-3,8.248667121E-3,9.718208494E-3
8.923467708E0,-9.141472997E-3,-7.475007400E-3,1.229084730E-2,1.704427152E-2
8.933499708E0,8.918255540E-3,2.024525329E-3,1.109275281E-2,1.437647904E-2
8.943531708E0,1.152006551E-3,5.056142192E-3,-2.841746807E-4,5.193500574E-3
8.953563708E0,-9.561462966E-3,-9.825880453E-4,4.207656384E-3,1.049244612E-2
8.963596708E0,-5.254033897E-3,5.890996680E-3,1.992263317E-2,2.142941965E-2
8.973628708E0,5.484062447E-3,2.962016724E-3,1.661778688E-3,6.450580781E-3
8.983660708E0,-7.921168227E-3,-2.171363533E-3,9.446761608E-3,1.251802822E-2
8.993692708E0,7.915384965E-3,-1.412029490E-3,7.950459123E-3,1.130738461E-2
9.003724708E0,9.569808953E-3,-4.035327975E-3,1.004493177E-2,1.444872899E-2
9.013756708E0,1.948749069E-3,-4.160348754E-3,1.139154553E-2,1.228305476E-2
9.023788708E0,5.462957653E-3,3.938812371E-3,7.200846076E-3,9.859530081E-3
9.033820708E0,8.503162614E-3,9.047707412E-3,-6.271138787E-3,1.391013895E-2
9.043852708E0,3.966705417E-3,5.550341550E-3,1.813221574E-3,7.058952873E-3
9.053884708E0,-1.536716796E-2,8.934362791E-3,1.813806295E-3,1.786792049E-2
9.063916708E0,-1.132866969E-2,-4.813062474E-3,1.065362692E-3,1.235472885E-2
9.073948708E0,3.771801274E-3,-2.865446303E-3,1.289018691E-2,1.373295984E-2
9.083980708E0,3.367904853E-4,-4.128773790E-3,-3.873780370E-3,5.671540813E-3
9.094012708E0,-1.080605195E-2,2.871531062E-3,1.214408219E-2,1.650742808E-2
9.104044708E0,8.941214997E-3,3.462447021E-3,1.483847916E-2,1.766675773E-2
9.114076708E0,-4.356011208E-3,4.848693945E-3,1.618450820E-2,1.744772112E-2
9.124108708E0,4.214284751E-3,-1.888157297E-3,1.169384658E-2,1.257264419E-2
9.134140708E0,3.386437786E-3,-6.632167809E-3,1.214291275E-2,1.424443543E-2
9.144172708E0,-7.402026840E-4,-2.557681762E-3,1.543547988E-2,1.566345029E-2
9.154204708E0,7.945182924E-3,-7.234339658E-3,-5.220978856E-3,1.194655692E-2
9.164236708E0,-1.594691025E-3,-3.331030849E-3,1.814391017E-3,4.114707857E-3
9.174268708E0,-1.088333570E-2,1.158934588E-2,1.423972428E-2,2.134314132E-2
9.184300875E0,-1.580009032E-3,4.750661720E-3,1.289194107E-2,1.382994432E-2
9.194332875E0,7.100118650E-4,1.158711663E-2,1.304221451E-2,1.746037651E-2
9.204364875E0,-2.145859622E-3,3.407081198E-3,1.349303484E-2,1.408101221E-2
9.214396875E0,7.007728075E-3,7.296594232E-4,9.451439381E-3,1.178856912E-2
9.224428875E0,-4.517362383E-3,9.573536552E-3,8.403033614E-3,1.351555174E-2
