"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.233435408E1,8.409630004E-3,-2.328068912E-3,1.873330951E-2,2.066588171E-2
1.234438608E1,7.260679537E-3,1.029965110E-2,1.967003345E-3,1.275419077E-2
1.235441808E1,-6.452265428E-4,7.985907868E-3,8.404787779E-3,1.161169666E-2
1.236445008E1,-1.346412767E-3,-7.449900918E-4,1.843510151E-2,1.849921094E-2
1.237448208E1,-2.040193127E-2,-4.309580661E-4,1.394385517E-2,2.471549354E-2
1.238451408E1,-2.892923648E-3,-5.874460023E-3,1.274459124E-2,1.432839466E-2
1.239454608E1,-1.343205934E-3,2.227240987E-3,2.217439592E-2,2.232641124E-2
1.240457808E1,-7.203545845E-3,4.938868973E-3,1.798252702E-2,1.999136757E-2
1.241461008E1,-3.232363653E-3,-2.251598295E-3,9.150892496E-3,9.962765838E-3
1.242464208E1,1.055696514E-5,7.188055292E-3,9.898751378E-3,1.223329592E-2
1.243467408E1,2.174332822E-3,1.804797929E-3,4.659061432E-3,5.449024886E-3
1.244470608E1,-1.298648324E-3,-7.960417662E-3,1.229377091E-2,1.470345334E-2
1.245473808E1,2.270391611E-3,1.611784995E-3,2.264626622E-3,3.589019737E-3
1.246477008E1,1.388632861E-2,4.920651242E-3,5.108127594E-3,1.559281561E-2
1.247480208E1,1.506334115E-2,-3.145326935E-3,1.498933733E-2,2.148202880E-2
1.248483408E1,-4.730479689E-3,-5.986817926E-4,1.783342302E-2,1.845987092E-2
1.249486608E1,1.189649829E-2,-2.886752095E-3,5.557193756E-3,1.344404744E-2
1.250489808E1,-2.660309533E-3,7.424227986E-3,1.695692539E-4,7.888292701E-3
1.251493008E1,-6.253355029E-3,8.191802949E-3,2.716031671E-3,1.065771611E-2
1.252496208E1,3.015573565E-3,-3.703114763E-4,6.458834410E-3,7.137741691E-3
1.253499408E1,9.556031451E-3,3.090966102E-3,1.967588067E-3,1.023441309E-2
1.254502608E1,-9.802034777E-4,2.779437415E-3,7.955136895E-3,8.483529585E-3
1.255505808E1,-3.742291108E-3,-3.316303175E-3,5.259570479E-3,7.257113139E-3
1.256509008E1,7.794155739E-4,3.738563508E-5,2.265211344E-3,2.395844059E-3
1.257512208E1,-9.859725782E-3,7.726656944E-3,8.700656891E-3,1.525178187E-2
1.258515408E1,5.078749903E-3,-2.444410231E-3,-2.077515721E-3,6.007071960E-3
1.259518608E1,-4.002912473E-3,1.370287679E-2,1.678326309E-2,2.203338513E-2
1.260521808E1,-8.647597977E-3,4.291710109E-3,4.657891989E-3,1.071894044E-2
1.261525008E1,-2.964538336E-3,7.386129722E-4,1.004610121E-2,1.050038981E-2
1.262528208E1,1.034660698E-2,1.969397049E-3,1.004551649E-2,1.455483433E-2
1.263531408E1,7.831824599E-3,9.724559169E-3,1.214174330E-2,1.741626992E-2
1.264534608E1,2.774398760E-3,9.738354944E-3,6.004505754E-3,1.177229522E-2
1.265537808E1,-8.716691053E-3,4.277914334E-3,2.713108063E-3,1.008177610E-2
1.266541008E1,-6.931568091E-3,2.000734471E-3,6.602675915E-3,9.779821259E-3
1.267544208E1,-1.792660388E-3,2.115232090E-2,1.767964125E-2,2.762614749E-2
1.268547508E1,7.896938827E-3,1.554511517E-2,2.711353898E-3,1.764550052E-2
1.269550708E1,-5.288619264E-3,5.076278541E-3,3.310108781E-3,8.043315093E-3
1.270553908E1,3.528611921E-4,9.430224951E-3,1.513493299E-2,1.783591462E-2
1.271557108E1,5.189837865E-3,-6.949781254E-4,1.947473645E-2,2.016637725E-2
1.272560308E1,-4.869273403E-3,1.667808630E-3,9.143875837E-3,1.049294403E-2
1.273563508E1,-8.716046945E-3,4.057492577E-3,1.094072521E-2,1.456475844E-2
1.274566708E1,-1.243935744E-3,-8.332300577E-3,7.197922468E-3,1.108082564E-2
1.275569908E1,2.034698571E-3,-7.612526603E-4,3.904185891E-3,4.467904583E-3
1.276573108E1,1.935030953E-3,5.997799728E-3,9.741461277E-3,1.160232796E-2
1.277576308E1,-9.368477440E-3,1.701174304E-3,6.596828699E-3,1.158363123E-2
1.278579508E1,-6.097846502E-3,-3.200546578E-3,7.583838701E-4,6.928374733E-3
1.279582708E1,5.168052418E-3,-2.578530740E-3,7.643480301E-3,9.580207601E-3
1.280585908E1,-8.817445887E-3,3.878823593E-3,7.492622137E-3,1.220377036E-2
1.281589108E1,1.132347115E-2,-7.272474468E-6,1.871927619E-2,2.187766790E-2
1.282592308E1,-4.982458139E-3,-2.530638389E-3,3.600130677E-3,6.647552983E-3
1.283595508E1,-1.146939116E-2,8.562333696E-4,1.003733039E-2,1.526525698E-2
1.284598708E1,-1.899728389E-3,1.519905137E-2,6.747102141E-3,1.673748840E-2
1.285601908E1,-3.417893979E-3,1.170356758E-3,4.201809168E-3,5.541383805E-3
1.286605108E1,-3.525071614E-3,7.837717496E-3,4.200639725E-3,9.565632207E-3
1.287608308E1,-8.781723054E-3,1.016132791E-2,4.798225164E-3,1.426163417E-2
1.288611508E1,-6.635612184E-3,-1.224315595E-3,1.303052008E-2,1.467394805E-2
1.289614708E1,7.516225702E-3,2.663991451E-3,-7.414269447E-4,8.008758529E-3
1.290617908E1,-1.655447250E-3,2.641169038E-3,1.767087042E-2,1.794368805E-2
1.291621108E1,-2.596218567E-3,8.121216092E-3,1.003499150E-2,1.316797464E-2
1.292624308E1,3.372262856E-3,9.998482950E-3,3.746311069E-3,1.119717217E-2
1.293627508E1,-7.976141190E-3,2.701578084E-3,-1.642482877E-3,8.579924384E-3
1.294630708E1,-4.084449154E-3,1.277470440E-3,3.597791791E-3,5.590953531E-3
1.295633908E1,-1.261196451E-2,1.807595456E-2,2.126047611E-2,3.062367755E-2
1.296637108E1,3.600423038E-4,-2.636180632E-3,1.736681521E-2,1.756944363E-2
1.297640308E1,1.314722685E-2,2.880411521E-3,5.999243259E-4,1.347242568E-2
1.298643508E1,3.740957212E-3,3.689867165E-3,9.430974126E-3,1.079597858E-2
1.299646708E1,5.452336734E-3,8.725690283E-4,9.580078125E-3,1.105745221E-2
1.300649908E1,8.096292336E-3,5.108091049E-3,7.483851314E-3,1.215115526E-2
1.301653108E1,-7.827516845E-3,7.163040172E-3,1.032559812E-2,1.480530787E-2
1.302656308E1,-5.003517251E-3,-3.955732752E-3,1.750890255E-2,1.863450227E-2
1.303659508E1,-6.207719338E-3,1.019858563E-2,6.281079054E-3,1.349069614E-2
1.304662708E1,-1.173733068E-2,1.306896552E-2,4.633918405E-3,1.816689272E-2
1.305665908E1,-6.175655583E-3,1.233638249E-2,1.481275141E-2,2.024210116E-2
1.306669108E1,1.840726328E-3,7.825657614E-3,4.933295846E-3,9.432210685E-3
1.307672308E1,-1.121448910E-2,2.816146966E-3,8.225278258E-3,1.418980803E-2
1.308675508E1,-6.401970237E-3,-6.040520947E-3,1.331411004E-2,1.596053390E-2
1.309678708E1,6.268365928E-3,1.297789514E-3,7.176872492E-3,9.616868918E-3
1.310681908E1,1.040178551E-3,1.088417167E-2,7.176287770E-3,1.307846591E-2
1.311685108E1,-5.011721626E-3,5.984716583E-3,9.121656418E-3,1.200578203E-2
1.312688308E1,2.824739632E-3,1.387800090E-4,6.876325607E-3,7.435204620E-3
1.313691508E1,-6.140956013E-3,9.087523296E-3,1.301473260E-2,1.701992024E-2
1.314694708E1,-1.306482679E-3,3.973274399E-3,1.526064813E-2,1.582343793E-2
1.315697908E1,-6.195298573E-3,8.395103328E-3,1.121963739E-2,1.532121887E-2
1.316701108E1,-3.939424502E-3,4.849607572E-3,1.900169671E-2,2.000255575E-2
1.317704308E1,-6.040790468E-3,2.742344141E-3,1.525947869E-2,1.663920944E-2
1.318707512E1,-1.417649669E-2,-3.204456903E-3,1.077115595E-2,1.809031241E-2
1.319710712E1,-7.194126346E-3,2.041774616E-4,1.152076900E-2,1.358400753E-2
1.320714012E1,9.311142750E-4,3.671777342E-3,1.795621455E-2,1.835141857E-2
1.321717213E1,1.191694527E-3,2.397577688E-3,1.421516597E-2,1.446511176E-2
1.322720412E1,-1.010353183E-3,8.015180491E-3,5.384700894E-3,9.708704114E-3
1.323723612E1,-2.317292676E-3,8.063675836E-4,7.630616426E-3,8.015384025E-3
1.324726812E1,-7.264717771E-3,-1.271458771E-3,-4.344481230E-3,8.559629014E-3
1.325730012E1,2.584350547E-3,7.730713449E-3,7.480342984E-3,1.106337785E-2
1.326733212E1,-2.002027254E-3,8.226063978E-3,5.234427452E-3,9.953666282E-3
1.327736412E1,3.726823395E-3,6.549283527E-3,-6.291019320E-3,9.816274824E-3
1.328739612E1,-5.443374049E-3,8.402869161E-3,8.928698301E-4,1.005165398E-2
1.329742812E1,-3.812357197E-3,1.412722019E-2,7.179211378E-3,1.629888014E-2
1.330746012E1,-3.818953587E-3,4.071891345E-3,7.479173541E-3,9.332885003E-3
1.331749212E1,-1.845203103E-3,1.481081452E-2,2.095174313E-2,2.572431809E-2
1.332752412E1,-1.940205282E-2,7.396289259E-3,-3.596037626E-3,2.107311641E-2
1.333755612E1,-3.718632725E-3,1.409210036E-2,8.229956031E-3,1.673761327E-2
1.334758812E1,6.271321513E-3,-7.169289384E-3,6.732484102E-3,1.166424134E-2
1.335762012E1,-1.531034946E-2,7.177438941E-3,-2.923607826E-6,1.690924123E-2
1.336765212E1,-6.203384176E-3,1.551284585E-3,8.079097867E-3,1.030341116E-2
1.337768412E1,5.804654318E-3,-5.735753104E-5,4.186606407E-3,7.157162486E-3
1.338771612E1,-1.618924993E-3,1.061945725E-3,-4.792962670E-3,5.169249270E-3
1.339774812E1,4.881337853E-3,-5.795431249E-3,1.676221311E-2,1.839527850E-2
1.340778012E1,-4.276808845E-3,6.499655284E-3,1.960571408E-2,2.109314195E-2
1.341781213E1,9.494064669E-3,7.435739692E-3,1.286913693E-2,1.763638778E-2
1.342784412E1,-2.364417580E-3,-1.010289229E-4,7.777966261E-3,8.130032994E-3
1.343787612E1,3.111294312E-3,-4.840160664E-3,1.526123285E-2,1.630989073E-2
1.344790813E1,-1.553710266E-3,8.702301420E-3,1.466130853E-2,1.712010611E-2
1.345794012E1,1.689648894E-3,-2.864167225E-3,9.572476745E-3,1.013364092E-2
1.346797212E1,-2.281990112E-3,3.586755171E-3,6.578702331E-3,7.832727232E-3
1.347800413E1,1.231661160E-4,5.842044521E-3,2.836484313E-3,6.495405864E-3
1.348803612E1,-8.528237119E-3,5.317841638E-3,1.196866572E-2,1.562879481E-2
1.349806812E1,-5.989175085E-3,1.253155159E-2,5.084738731E-3,1.479069205E-2
1.350810012E1,-2.746003219E-3,-4.962002020E-3,2.990850806E-3,6.411488616E-3
1.351813212E1,-1.731063626E-3,3.673695959E-4,8.679606915E-3,8.858166734E-3
1.352816412E1,-8.336950941E-3,3.164129388E-3,8.828126192E-3,1.254799896E-2
1.353819612E1,-1.752963276E-3,3.382796980E-3,1.226979733E-2,1.284772828E-2
1.354822812E1,-9.344353108E-4,8.207992427E-3,1.181956172E-2,1.442034494E-2
1.355826012E1,-8.797318675E-3,-4.564336538E-3,4.036332965E-3,1.070130682E-2
1.356829212E1,2.795608621E-4,-2.062751502E-3,7.630031705E-3,7.908886259E-3
1.357832412E1,-1.439502267E-3,1.205215300E-2,5.982871056E-3,1.353223206E-2
1.358835612E1,-5.023626192E-3,5.203857478E-3,4.635087848E-3,8.590750381E-3
1.359838812E1,9.586363882E-3,7.953693364E-3,3.139370084E-3,1.284582637E-2
1.360842012E1,2.655225196E-3,3.158994801E-3,-7.189151645E-3,8.289352832E-3
1.361845212E1,-4.650276904E-3,1.044098927E-2,6.583380103E-3,1.319015640E-2
1.362848412E1,-1.855074847E-4,4.486239664E-3,1.092318356E-2,1.181002534E-2
1.363851612E1,-1.212923574E-2,7.633795850E-3,1.406723142E-2,2.008183753E-2
1.364854812E1,-3.284600303E-3,1.419658279E-2,1.900695920E-2,2.394986555E-2
1.365858012E1,-1.617114640E-2,-1.766535211E-3,1.317085326E-2,2.093079067E-2
1.366861212E1,2.685699239E-4,-1.172659099E-3,6.434860826E-3,6.546349594E-3
1.367864413E1,5.510991616E-3,5.844584405E-3,-4.508203268E-4,8.045709070E-3
1.368867612E1,2.633394068E-3,-3.851743676E-3,-4.942066669E-3,6.796669525E-3
1.369870812E1,5.165398330E-3,4.952299297E-3,9.428635240E-3,1.183662835E-2
1.370874013E1,-1.135028155E-2,1.017525159E-3,3.740463853E-3,1.199397009E-2
1.371877212E1,5.399424001E-3,7.004927807E-3,1.002739012E-2,1.337054022E-2
1.372880512E1,6.621423550E-4,-1.037487919E-2,-1.514428854E-4,1.039709024E-2
1.373883712E1,4.966382864E-3,2.932232469E-3,4.638596177E-3,7.401318835E-3
1.374886912E1,-3.666729550E-3,4.028731585E-4,8.530502915E-3,9.293906195E-3
1.375890112E1,-4.965793574E-3,8.035170659E-3,1.451746702E-2,1.731992847E-2
1.376893312E1,-5.264284797E-3,4.937626440E-3,6.885096431E-3,9.974838452E-3
1.377896512E1,-9.788828292E-3,9.616477042E-4,1.077817261E-2,1.459160480E-2
1.378899712E1,-4.225960909E-3,8.942932617E-3,1.287556887E-2,1.623622687E-2
1.379902912E1,-7.768089948E-3,-1.329419296E-3,1.931393802E-2,2.085998032E-2
1.380906112E1,-9.049388487E-4,1.562613565E-3,1.649499536E-3,2.445715477E-3
1.381909312E1,-1.049059924E-2,-7.023255173E-3,9.434482455E-3,1.576033771E-2
1.382912512E1,-6.448898711E-3,7.045639046E-3,1.916424930E-2,2.141256116E-2
1.383915712E1,-3.404431678E-3,2.059809621E-3,1.362401247E-2,1.419319156E-2
1.384918913E1,-7.116815192E-3,2.981239446E-3,-1.644237041E-3,7.889256147E-3
1.385922112E1,-1.388516374E-2,-6.903295889E-3,1.257619143E-2,1.996531635E-2
1.386925312E1,-4.105517403E-3,1.681841947E-3,1.242474854E-2,1.319311342E-2
1.387928513E1,-7.804045756E-3,8.947336301E-3,7.634124756E-3,1.411516269E-2
1.388931712E1,-8.846604307E-3,-5.341669042E-3,8.969628811E-4,1.037306022E-2
1.389934912E1,3.589692484E-3,-6.568506248E-3,1.017766356E-2,1.263392267E-2
1.390938113E1,-1.424154697E-2,2.193043912E-2,4.341557622E-3,2.650688481E-2
1.391941312E1,-1.242949940E-2,-1.364831496E-3,1.287498415E-2,1.794771398E-2
1.392944512E1,-9.818110052E-3,3.058842961E-3,1.272588015E-2,1.636153510E-2
1.393947712E1,-1.670307401E-3,1.310406709E-2,1.227622926E-2,1.803364373E-2
1.394950912E1,9.359519323E-4,6.219738107E-3,-1.944783926E-3,6.583565346E-3
1.395954112E1,-8.412791155E-3,1.207386078E-2,5.988133550E-3,1.588744513E-2
1.396957312E1,4.714742457E-3,5.375747345E-3,1.571731567E-2,1.726735266E-2
1.397960512E1,-1.123970065E-2,7.122383751E-3,4.791208506E-3,1.414266241E-2
1.398963712E1,-9.903164199E-3,-8.430405892E-4,1.003089845E-2,1.412098801E-2
1.399966912E1,4.011532548E-3,2.146092597E-3,8.082606196E-3,9.275054164E-3
1.400970112E1,-6.792911422E-3,1.294416402E-2,5.387624502E-3,1.557952263E-2
1.401973312E1,2.607236914E-3,-4.700942114E-3,1.781120360E-2,1.860471754E-2
1.402976512E1,7.174154450E-3,4.545808174E-3,9.129257798E-3,1.246901006E-2
1.403979712E1,-7.720279824E-3,2.551743183E-3,9.881209731E-3,1.279657843E-2
1.404982912E1,-6.944527896E-3,1.070405915E-4,7.187982202E-3,9.995249548E-3
1.405986112E1,-9.032554901E-3,3.091496006E-3,2.547631860E-3,9.881033533E-3
1.406989312E1,-4.936420452E-3,8.263047617E-3,1.050159931E-3,9.682408723E-3
1.407992512E1,-7.054350483E-3,-5.425339043E-3,4.496508837E-4,8.910687425E-3
1.408995712E1,5.298760529E-3,-1.164209872E-2,5.537897944E-3,1.393856662E-2
1.409998912E1,4.848086382E-3,-3.967719544E-3,2.692642808E-3,6.818875658E-3
1.411002113E1,-2.553666369E-3,-9.646444023E-4,6.435445547E-3,6.990472812E-3
1.412005312E1,-3.854260719E-3,4.703536816E-3,2.244746089E-3,6.482088342E-3
1.413008512E1,-3.355662245E-4,1.492885519E-3,6.137237549E-3,6.325108425E-3
1.414011713E1,4.136630986E-3,-9.040964842E-3,1.541852295E-2,1.834616067E-2
1.415014912E1,-1.229198934E-3,6.705075279E-3,1.946011841E-2,2.061953378E-2
1.416018112E1,9.493639832E-4,9.071644451E-3,8.682530522E-3,1.259294887E-2
1.417021313E1,-1.777311447E-3,1.444627717E-2,1.195170879E-3,1.460418411E-2
1.418024512E1,8.061172497E-3,-4.065039139E-3,9.426881075E-3,1.305270593E-2
1.419027808E1,6.750966785E-3,1.942189224E-3,1.571380734E-2,1.721253592E-2
1.420031108E1,2.637414029E-4,1.089252222E-2,7.331238985E-3,1.313254221E-2
1.421034208E1,3.663029359E-3,-9.217221849E-4,1.900403559E-2,1.937577675E-2
1.422037508E1,-1.968638282E-2,-6.953070313E-4,-7.566297054E-4,1.971318363E-2
1.423040708E1,2.397673619E-3,4.333828334E-3,2.537106872E-3,5.564873591E-3
1.424043908E1,9.257056005E-3,3.306052275E-3,1.750539422E-2,2.007640143E-2
1.425047108E1,-7.252667025E-3,-6.707322802E-3,1.032033563E-2,1.428631113E-2
1.426050308E1,-1.795054092E-3,-2.718955278E-5,1.091675162E-2,1.106338214E-2
1.427053508E1,-2.620338332E-3,5.286248401E-5,1.256157339E-2,1.283207284E-2
1.428056708E1,3.166655567E-3,3.916337136E-3,9.718072414E-3,1.094560805E-2
1.429059908E1,2.646052376E-3,4.693633094E-3,1.166285634E-2,1.284733446E-2
1.430063108E1,-1.018815201E-2,1.556199901E-3,1.136406362E-2,1.534151692E-2
1.431066308E1,-2.484851950E-3,-7.734294869E-3,1.076472402E-2,1.348603313E-2
1.432069508E1,-2.695369986E-3,6.957894266E-3,1.061445057E-2,1.297473980E-2
1.433072708E1,-1.510721354E-2,3.865374997E-3,8.368535042E-3,1.769749710E-2
1.434075908E1,-7.958901040E-3,6.225402597E-3,1.001511097E-2,1.422681240E-2
1.435079108E1,-8.427203628E-3,8.899169862E-3,1.034372449E-3,1.229971185E-2
1.436082308E1,-1.246797225E-2,1.718990039E-3,1.184061170E-3,1.264148962E-2
1.437085508E1,-1.168695783E-2,1.792233724E-2,7.919468880E-3,2.281475713E-2
1.438088708E1,-2.138006995E-3,1.911308616E-3,1.390643299E-2,1.419905113E-2
1.439091908E1,-1.075664298E-2,8.493446186E-4,3.877288699E-3,1.146560605E-2
1.440095108E1,2.182304221E-3,7.515682094E-3,7.471572161E-3,1.081999628E-2
1.441098308E1,6.197221759E-3,7.572125997E-3,6.574609280E-3,1.178847475E-2
1.442101508E1,5.116994348E-3,2.390049398E-4,1.390877187E-2,1.482210139E-2
1.443104708E1,3.478746135E-3,3.123692237E-3,1.869822621E-2,1.927388885E-2
1.444107908E1,-1.054572752E-2,8.717942722E-3,1.480573475E-2,2.015997708E-2
1.445111108E1,-1.509506686E-2,9.808539804E-3,9.116978645E-3,2.017889482E-2
1.446114308E1,-4.270728654E-3,3.334429543E-3,-7.618921995E-4,5.471564981E-3
1.447117508E1,-8.097301894E-3,-5.819002837E-3,1.750071645E-2,2.014204975E-2
1.448120708E1,1.919855601E-3,2.516495436E-4,1.076355457E-2,1.093632845E-2
1.449123908E1,-1.306864119E-2,1.170985334E-2,-5.104619265E-3,1.827476909E-2
1.450127108E1,-3.106351588E-3,8.074456640E-4,2.230128050E-3,3.908306514E-3
1.451130308E1,-1.640281035E-3,5.443118233E-3,1.481099725E-3,5.874667171E-3
1.452133508E1,-4.509098623E-3,1.282367483E-2,1.899643421E-2,2.335900510E-2
1.453136708E1,-1.151987821E-2,1.573686730E-3,1.899701893E-2,2.227264718E-2
1.454139908E1,-1.063988139E-2,8.261293452E-3,8.818770647E-3,1.610052053E-2
1.455143108E1,-1.155952051E-2,5.841167439E-3,7.621845603E-3,1.502778366E-2
1.456146308E1,5.290085636E-4,-4.239194803E-3,8.520562649E-3,9.531558660E-3
1.457149508E1,9.865171001E-3,2.246445436E-3,5.827919841E-3,1.167616228E-2
1.458152708E1,-2.330261618E-3,7.226939276E-3,1.495834708E-2,1.677530679E-2
1.459155908E1,-1.296036263E-2,9.998080954E-3,4.397106171E-4,1.637455244E-2
1.460159108E1,-2.689125342E-4,7.095340379E-3,1.002095819E-2,1.228152157E-2
1.461162308E1,2.537330710E-3,7.951226570E-3,1.615819573E-2,1.818646036E-2
1.462165508E1,-7.973226719E-4,-2.597643826E-3,1.810531855E-2,1.830808664E-2
1.463168708E1,-1.255004341E-4,1.007581238E-2,1.137049556E-2,1.519295609E-2
1.464171908E1,-5.751371565E-3,-2.856913023E-3,1.496419430E-2,1.628395953E-2
1.465175108E1,4.129614327E-3,-3.448048253E-3,9.575400352E-3,1.098321643E-2
1.466178308E1,-2.770365095E-3,8.184201568E-3,1.810590327E-2,2.006189949E-2
1.467181508E1,3.180899019E-3,1.121000776E-2,1.002212763E-2,1.536962702E-2
1.468184808E1,-1.679251813E-3,1.911986528E-2,1.316559076E-2,2.327492030E-2
1.469188008E1,1.723466814E-3,4.223516956E-4,7.925900817E-3,8.122107028E-3
1.470191208E1,-6.951156263E-3,2.057123557E-3,1.271593988E-2,1.463712601E-2
1.471194408E1,-3.671306823E-3,6.233990695E-3,6.579287052E-3,9.778964766E-3
1.472197608E1,-9.334696066E-3,3.503889162E-3,5.681739450E-3,1.147588572E-2
1.473200808E1,4.613772919E-4,-1.725769155E-3,5.232088566E-3,5.528643499E-3
1.474204008E1,-1.826487444E-3,1.113549231E-2,8.674929142E-3,1.423339878E-2
1.475207208E1,-1.333605537E-2,7.415603343E-3,4.483060241E-3,1.590406787E-2
1.476210408E1,7.276220340E-4,1.791367605E-3,8.227032423E-3,8.451183007E-3
1.477213608E1,-3.157478180E-3,1.766452985E-2,1.062146723E-2,2.085235837E-2
1.478216808E1,-5.933402698E-3,-1.071330506E-2,1.825500727E-2,2.198238984E-2
1.479220008E1,-1.880263556E-3,3.077517506E-3,-8.090207577E-3,8.857650008E-3
1.480223208E1,-1.878211092E-2,5.819477923E-3,9.572476745E-3,2.186930097E-2
1.481226408E1,-9.213882540E-3,-2.611348238E-3,1.151901484E-2,1.498006922E-2
1.482229608E1,7.696557487E-3,1.249831382E-2,8.824617863E-3,1.712655032E-2
1.483232808E1,1.785008758E-3,-3.980199695E-3,8.376136422E-3,9.443934945E-3
1.484236008E1,-6.857029796E-3,-3.213465270E-3,1.945310175E-2,2.087506610E-2
1.485239208E1,-1.611493547E-2,-2.612170503E-3,7.178626657E-3,1.783387958E-2
1.486242408E1,-9.753886610E-4,7.056090944E-3,-1.504488587E-3,7.280335731E-3
1.487245608E1,9.836889664E-4,-3.460126407E-3,4.181928635E-3,5.516216624E-3
1.488248808E1,-5.704214685E-3,5.600591060E-3,5.977023840E-3,9.981457778E-3
1.489252008E1,-8.584781522E-3,1.832785992E-2,-2.255855799E-3,2.036413044E-2
1.490255208E1,-7.810518807E-3,2.183346670E-2,4.781268239E-3,2.367625389E-2
1.491258408E1,2.712267525E-3,3.491409011E-3,6.276986003E-3,7.677687497E-3
1.492261608E1,-6.098321588E-3,8.786848504E-3,8.970798254E-3,1.395970824E-2
1.493264808E1,-8.879143149E-3,1.229261974E-2,-5.848969817E-3,1.625294223E-2
1.494268008E1,1.744206157E-3,1.111148218E-2,7.323052883E-3,1.342141553E-2
1.495271208E1,2.005690900E-3,-2.223257571E-3,1.435842276E-2,1.466730971E-2
1.496274408E1,4.385548783E-3,-7.006243430E-4,7.771534324E-3,8.951014375E-3
1.497277608E1,1.055988874E-3,-6.368622836E-3,8.852684498E-4,6.515993367E-3
1.498280808E1,-3.681722176E-3,-2.767706439E-3,5.675892234E-3,7.309653190E-3
1.499284008E1,-7.106303908E-3,1.589532685E-2,1.061620474E-2,2.039276278E-2
1.500287208E1,-3.304453427E-3,3.624286987E-3,2.882677317E-4,4.913040494E-3
1.501290408E1,-5.639666906E-3,-4.761204980E-3,1.450869620E-2,1.627811970E-2
1.502293608E1,-7.749113906E-3,-1.341040637E-3,1.885025382E-2,2.042496574E-2
1.503296808E1,-1.265797022E-2,5.538720209E-3,1.376083732E-2,1.950031475E-2
1.504300008E1,-6.081364662E-3,2.871001158E-3,1.899935782E-2,2.015443478E-2
1.505303208E1,-1.582157427E-2,4.390253965E-3,5.826750398E-3,1.742261641E-2
1.506306408E1,-3.429857930E-3,4.018151779E-3,1.484023333E-3,5.487421470E-3
1.507309608E1,-1.506754383E-4,1.382071646E-2,1.196340322E-2,1.827998696E-2
1.508312808E1,-2.102042050E-3,2.218269166E-3,-6.116187572E-4,3.116629008E-3
1.509316008E1,4.599547740E-3,1.049443647E-2,5.824996233E-3,1.285377833E-2
1.510319208E1,7.800806947E-3,1.561149934E-2,-7.613074780E-4,1.746857435E-2
1.511322408E1,-1.211853717E-3,1.012617152E-2,8.967289925E-3,1.358014093E-2
1.512325608E1,-1.602662425E-3,4.686141349E-3,1.360588610E-2,1.447924667E-2
1.513328908E1,-3.269607676E-3,2.525814436E-4,1.794568956E-2,1.824285903E-2
1.514332108E1,5.192026002E-3,-2.002854086E-4,2.348358750E-2,2.405153073E-2
1.515335308E1,-5.484583215E-3,1.137455206E-2,5.670045018E-3,1.384234439E-2
1.516338508E1,3.706376413E-3,-4.164679348E-4,2.375723720E-3,4.422073591E-3
1.517341708E1,-8.384907246E-4,9.496408124E-3,8.782517910E-4,9.573722377E-3
1.518344908E1,-5.429194551E-3,3.240600005E-3,1.449934065E-2,1.581798095E-2
1.519348025E1,-3.167505241E-3,1.189121752E-2,1.584712386E-2,2.006403445E-2
1.520351225E1,-9.076116658E-3,9.279485559E-3,1.494723737E-2,1.979658180E-2
1.521354425E1,-4.339821730E-4,8.802060401E-3,5.517432690E-3,1.039743580E-2
1.522357625E1,-9.107476920E-3,9.286383446E-4,7.611905336E-3,1.190586443E-2
1.523360825E1,6.658818321E-3,9.816597998E-3,-9.450854659E-3,1.516654580E-2
1.524364025E1,-2.083824319E-3,-1.303848691E-2,-1.667041183E-3,1.330877497E-2
1.525367225E1,4.424432768E-3,-4.324052520E-3,4.319922924E-3,7.545513209E-3
1.526370425E1,4.882269753E-3,4.031874463E-3,1.689436018E-2,1.804195044E-2
1.527373625E1,8.531585564E-3,-3.309048973E-3,1.914027572E-2,2.121527544E-2
1.528376825E1,-5.532804471E-3,1.419479208E-2,2.073422670E-3,1.537540663E-2
1.529380025E1,-4.961750773E-3,1.490042310E-2,-6.011522412E-3,1.681606319E-2
1.530383225E1,-8.191163410E-3,5.971834436E-3,1.022678018E-3,1.018841670E-2
1.531386425E1,-1.053161197E-3,7.184638325E-3,1.060217142E-2,1.285045584E-2
1.532389625E1,-2.786225667E-3,-2.715501767E-3,-9.308767319E-3,1.008911058E-2
1.533392825E1,4.547341697E-2,1.504462092E-2,1.628624976E-2,5.059065330E-2
1.534396025E1,-6.188748778E-2,1.529443407E-2,7.900757790E-3,6.423708299E-2
1.535399225E1,3.533906392E-2,-1.275761956E-3,3.020262301E-2,4.650457444E-2
1.536402425E1,-3.069152790E-2,9.730278477E-3,-1.156228423E-2,3.421015376E-2
1.537405625E1,-2.536905874E-3,5.133645209E-3,-2.134233713E-3,6.111068489E-3
1.538408825E1,-1.178395309E-2,5.563844964E-3,1.537817717E-2,2.015703982E-2
1.539412025E1,-1.216795984E-2,8.042388316E-4,1.013907194E-2,1.585896676E-2
1.540415225E1,-9.310411848E-3,6.434678100E-4,2.660424650E-2,2.819368283E-2
1.541418425E1,-8.878544723E-3,2.484079935E-3,9.540901780E-3,1.326755502E-2
1.542421625E1,-5.822506598E-3,-1.174449809E-3,1.268378019E-2,1.400568440E-2
